crop_site_id,farmer_id,village_id,block_id,district_id,state_id,latitude_final,longitude_final,latitude,longitude,timestamp
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-09 00:28:29.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-01 00:55:33.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-02 22:57:27.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-16 23:09:17.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-05 01:53:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-15 01:37:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-03 23:31:09.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-07 22:32:04.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-13 01:39:12.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-05 02:45:19.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-07 00:26:54.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-14 22:57:19.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-16 00:24:40.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-23 22:37:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-28 22:46:08.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-29 00:22:34.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-07 01:15:59.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-11-29 23:23:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-11-23 01:36:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-07 00:26:06.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-02 23:14:44.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-25 00:01:05.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-22 00:07:26.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-02 22:59:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-21 00:03:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-13 02:08:25.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-11 22:59:30.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-11-29 23:16:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-28 23:54:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-10 23:00:19.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-27 22:44:05.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-31 00:08:13.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-14 22:56:45.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-22 00:06:54.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-24 00:22:50.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-04 00:09:20.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-31 00:03:44.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-16 00:36:59.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-10 23:09:25.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-15 01:32:49.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,,,2017-04-05 05:38:38.208
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-29 00:21:07.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-07 02:02:12.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-10 23:01:20.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-11-23 01:31:59.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-17 01:21:00.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-04 00:09:58.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-03-27 22:42:50.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-03 23:30:34.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-28 01:06:42.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-16 00:25:15.999
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-19 23:20:59.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,,,2017-04-05 05:38:38.208
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-08 23:52:50.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-13 01:40:30.000
3,105821.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-04-04 00:10:35.000
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-01-31 01:38:34.999
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-13 00:36:00.000
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-23 01:18:00.000
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-01 02:34:00.000
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2016-12-19 02:37:00.000
1,105825.0,1058.0,1.0,Fategharh,Punjab,30.6,76.3,30.6,76.3,2017-02-08 02:35:27.999
